ProductID,ProductName,Category,SubCategory,UnitPrice,COGS
PROD0334,Expedite Strategic Models,Furniture,Tables,415.74,346.32
PROD0335,Brand E-Business E-Commerce,Technology,Machines,481.39,399.38
PROD0336,Streamline Next-Generation Applications,Technology,Accessories,829.64,654.83
PROD0337,Empower Ubiquitous Solutions,Office Supplies,Art,240.45,149.62
PROD0338,Empower Transparent E-Markets,Office Supplies,Art,244.61,170.36
PROD0339,Whiteboard Next-Generation Action-Items,Office Supplies,Labels,994.7,788.82
PROD0340,Optimize Magnetic Interfaces,Furniture,Furnishings,636.18,553.84
PROD0341,Repurpose Innovative Platforms,Technology,Accessories,885.9,462.89
PROD0342,Incentivize Robust Supply-Chains,Furniture,Furnishings,241.44,135.04
PROD0343,Enhance E-Business Portals,Furniture,Tables,340.07,256.18
PROD0344,Monetize Visionary Content,Furniture,Bookcases,524.31,319.43
PROD0345,Harness Best-Of-Breed Schemas,Office Supplies,Labels,80.26,58.67
PROD0346,Revolutionize Seamless Niches,Furniture,Tables,666.57,510.44
PROD0347,Utilize Granular Networks,Office Supplies,Paper,844.98,434.03
PROD0348,Iterate Collaborative Partnerships,Furniture,Chairs,997.34,687.66
PROD0349,Seize 24/7 E-Business,Technology,Copiers,909.07,701.76
PROD0350,Strategize Cross-Platform Action-Items,Office Supplies,Art,476.85,427.2
PROD0351,Evolve Innovative Channels,Technology,Accessories,557.44,333.41
PROD0352,Evolve World-Class Schemas,Furniture,Chairs,72.53,63.5
PROD0353,E-Enable User-Centric Networks,Technology,Machines,593.13,425.39
PROD0354,Synergize Granular Supply-Chains,Furniture,Bookcases,191.84,109.09
PROD0355,Synergize Customized Action-Items,Technology,Machines,578.39,365.9
PROD0356,Mesh Vertical Convergence,Office Supplies,Binders,839.13,454.17
PROD0357,Monetize Proactive Partnerships,Office Supplies,Labels,576.81,497.02
PROD0358,Unleash Enterprise Partnerships,Office Supplies,Paper,835.47,445.57
PROD0359,Utilize Holistic Technologies,Furniture,Tables,960.57,669.75
PROD0360,Orchestrate Collaborative Methodologies,Furniture,Furnishings,716.15,620.25
PROD0361,Revolutionize Distributed Applications,Office Supplies,Labels,154.1,121.18
PROD0362,Facilitate Robust Paradigms,Office Supplies,Art,607.53,321.78
PROD0363,Synergize Intuitive Communities,Technology,Phones,525.19,376.74
PROD0364,Evolve Extensible Deliverables,Technology,Machines,549.4,407.74
PROD0365,Re-Contextualize Collaborative E-Markets,Office Supplies,Labels,332.17,203.48
PROD0366,Redefine Compelling E-Markets,Office Supplies,Art,723.89,573.98
PROD0367,Enhance Leading-Edge E-Markets,Office Supplies,Paper,484.92,368.58
PROD0368,Productize Scalable Deliverables,Technology,Phones,234.2,173.05
PROD0369,Envisioneer Vertical E-Commerce,Technology,Phones,395.35,227.26
PROD0370,Generate Distributed Action-Items,Furniture,Tables,217.67,145.11
PROD0371,Disintermediate Innovative Markets,Office Supplies,Labels,611.24,497.68
PROD0372,Morph Cross-Media Mindshare,Furniture,Tables,670.86,458.93
PROD0373,Target Front-End Architectures,Furniture,Tables,941.57,575.22
PROD0374,Synthesize Wireless Action-Items,Furniture,Chairs,489.39,283.37
PROD0375,Leverage End-To-End Users,Furniture,Bookcases,437.99,265.47
PROD0376,Synthesize Back-End Convergence,Technology,Copiers,317.63,265.6
PROD0377,Harness Mission-Critical Channels,Technology,Phones,590.5,411.26
PROD0378,Utilize Virtual Niches,Technology,Machines,755.71,551.67
PROD0379,Brand Magnetic Content,Furniture,Chairs,663.37,399.27
PROD0380,Exploit Integrated Systems,Office Supplies,Art,276.95,173.68
PROD0381,Strategize Cross-Media Infrastructures,Furniture,Chairs,758.7,677.0
PROD0382,Engage Wireless Schemas,Furniture,Tables,985.84,752.68
PROD0383,Visualize B2C Relationships,Technology,Phones,498.08,328.79
PROD0384,Mesh Ubiquitous Networks,Technology,Phones,300.2,192.48
PROD0385,Target Customized E-Markets,Furniture,Furnishings,825.25,533.57
PROD0386,Implement Sticky Experiences,Technology,Copiers,621.16,440.46
PROD0387,Target Customized Technologies,Furniture,Furnishings,500.62,397.43
PROD0388,Incentivize Bleeding-Edge Initiatives,Office Supplies,Paper,176.47,146.03
PROD0389,Aggregate Extensible Schemas,Furniture,Tables,203.34,153.06
PROD0390,Re-Intermediate Innovative Experiences,Office Supplies,Labels,982.06,832.52
PROD0391,Integrate Rich Info-Mediaries,Technology,Phones,824.19,429.94
PROD0392,Leverage Wireless Initiatives,Furniture,Tables,615.76,426.85
PROD0393,Enable Cross-Media Markets,Furniture,Bookcases,423.29,279.48
PROD0394,Morph 24/7 Web Services,Furniture,Bookcases,945.59,585.15
PROD0395,Iterate Front-End Architectures,Technology,Copiers,616.06,327.29
PROD0396,Grow Impactful Vortals,Furniture,Bookcases,397.48,221.29
PROD0397,Synergize Bleeding-Edge E-Services,Furniture,Furnishings,23.51,18.23
PROD0398,Productize Next-Generation Metrics,Office Supplies,Paper,767.17,653.13
PROD0399,Drive Impactful Synergies,Office Supplies,Paper,46.58,38.25
PROD0400,Benchmark Compelling Deliverables,Office Supplies,Art,153.84,96.23
PROD0401,Implement Rich Deliverables,Technology,Accessories,134.76,119.24
PROD0402,Incubate Synergistic Infrastructures,Office Supplies,Labels,355.95,272.4
PROD0403,Extend Strategic Supply-Chains,Furniture,Bookcases,866.89,767.44
PROD0404,Embrace User-Centric Applications,Furniture,Bookcases,157.77,102.35
PROD0405,Visualize Vertical Experiences,Furniture,Bookcases,344.96,243.71
PROD0406,Seize 24/7 Markets,Technology,Accessories,213.79,159.92
PROD0407,Exploit Best-Of-Breed Deliverables,Technology,Copiers,648.89,441.12
PROD0408,Synergize Mission-Critical Schemas,Technology,Accessories,388.0,226.27
PROD0409,Iterate Cross-Platform Info-Mediaries,Technology,Accessories,385.09,332.43
PROD0410,Orchestrate 24/7 Relationships,Furniture,Tables,740.03,401.11
PROD0411,Harness Bleeding-Edge Methodologies,Office Supplies,Art,539.1,343.04
PROD0412,Revolutionize Revolutionary Content,Technology,Accessories,221.69,171.84
PROD0413,Seize Impactful Content,Office Supplies,Art,562.16,325.11
PROD0414,Matrix Rich Mindshare,Technology,Phones,46.57,29.69
PROD0415,Deploy Robust Platforms,Office Supplies,Binders,258.14,155.93
PROD0416,Morph End-To-End Models,Office Supplies,Labels,24.43,21.95
PROD0417,Synergize Interactive Schemas,Technology,Copiers,90.96,72.2
PROD0418,Transition Frictionless Channels,Office Supplies,Binders,537.96,425.2
PROD0419,Syndicate Best-Of-Breed Architectures,Furniture,Furnishings,861.42,458.15
PROD0420,Transform Vertical Markets,Furniture,Tables,104.49,58.82
PROD0421,Syndicate B2B Models,Office Supplies,Paper,152.6,112.44
PROD0422,Evolve Mission-Critical Web Services,Office Supplies,Art,283.72,225.22
PROD0423,Deliver Granular Methodologies,Technology,Phones,923.77,746.04
PROD0424,Streamline Next-Generation Paradigms,Technology,Copiers,202.01,128.79
PROD0425,Productize Compelling Infrastructures,Office Supplies,Paper,780.33,570.18
PROD0426,Benchmark Open-Source Channels,Office Supplies,Binders,806.47,702.09
PROD0427,Incentivize World-Class Convergence,Technology,Phones,475.69,401.46
PROD0428,Innovate Bricks-And-Clicks Vortals,Furniture,Chairs,415.63,231.69
PROD0429,Deliver Dot-Com Functionalities,Furniture,Chairs,486.27,304.93
PROD0430,Cultivate Turn-Key Vortals,Office Supplies,Labels,923.01,534.57
PROD0431,Re-Intermediate Wireless Technologies,Technology,Phones,425.92,236.71
PROD0432,Facilitate Front-End Methodologies,Furniture,Chairs,787.43,411.37
PROD0433,Extend Cutting-Edge Functionalities,Office Supplies,Labels,478.58,315.19
PROD0434,Maximize B2B Models,Technology,Copiers,951.37,528.5
PROD0435,Morph B2C Bandwidth,Technology,Machines,278.89,161.57
PROD0436,Target Plug-And-Play E-Markets,Technology,Phones,337.94,203.05
PROD0437,Generate Holistic Action-Items,Technology,Phones,400.23,267.11
PROD0438,Integrate World-Class Content,Office Supplies,Labels,988.66,682.13
PROD0439,Productize Real-Time Supply-Chains,Office Supplies,Art,532.63,412.06
PROD0440,Orchestrate Bleeding-Edge Niches,Office Supplies,Labels,472.91,396.93
PROD0441,Re-Intermediate End-To-End Experiences,Technology,Machines,837.66,494.0
PROD0442,Leverage Wireless Platforms,Furniture,Tables,979.33,496.9
PROD0443,Target Magnetic Niches,Furniture,Tables,464.82,330.3
PROD0444,Enable Cross-Media Info-Mediaries,Furniture,Bookcases,322.55,271.8
PROD0445,Benchmark Magnetic Channels,Office Supplies,Labels,551.4,307.01
PROD0446,Morph Seamless Web-Readiness,Furniture,Bookcases,189.48,105.5
PROD0447,Exploit User-Centric Users,Office Supplies,Binders,456.5,274.36
PROD0448,Transition Transparent Solutions,Office Supplies,Art,982.63,759.95
PROD0449,Optimize Enterprise Users,Furniture,Furnishings,432.76,356.39
PROD0450,Incubate Holistic Solutions,Office Supplies,Art,312.36,209.67
PROD0451,Exploit B2B Applications,Furniture,Tables,229.52,186.88
PROD0452,Productize Viral E-Markets,Furniture,Tables,190.33,161.19
PROD0453,Deploy Seamless Initiatives,Technology,Machines,908.07,555.06
PROD0454,Transition Impactful Action-Items,Office Supplies,Paper,363.97,268.53
PROD0455,Empower Frictionless Paradigms,Furniture,Bookcases,312.76,232.42
PROD0456,Syndicate User-Centric Vortals,Technology,Phones,13.94,8.91
PROD0457,Engineer Enterprise Experiences,Office Supplies,Paper,509.61,440.65
PROD0458,Harness Efficient Metrics,Office Supplies,Labels,668.15,528.46
PROD0459,Transform Scalable Supply-Chains,Furniture,Bookcases,371.73,213.72
PROD0460,Cultivate Mission-Critical E-Services,Office Supplies,Binders,506.21,433.07
PROD0461,Redefine Ubiquitous Vortals,Technology,Machines,408.48,227.61
PROD0462,Incubate Distributed Initiatives,Furniture,Furnishings,206.86,128.29
PROD0463,Visualize Visionary Action-Items,Technology,Accessories,325.63,192.98
PROD0464,Generate Mission-Critical Paradigms,Technology,Machines,523.05,440.19
PROD0465,Innovate Web-Enabled Deliverables,Office Supplies,Labels,608.71,357.94
PROD0466,Generate World-Class Content,Office Supplies,Art,598.11,364.81
PROD0467,Architect Clicks-And-Mortar Initiatives,Office Supplies,Labels,927.39,566.86
PROD0468,Deploy Open-Source Metrics,Office Supplies,Labels,593.91,474.61
PROD0469,Revolutionize Enterprise Partnerships,Office Supplies,Art,231.12,155.71
PROD0470,Maximize Efficient Markets,Technology,Accessories,221.69,181.78
PROD0471,Iterate Robust Convergence,Technology,Machines,588.61,483.61
PROD0472,Engage Enterprise Eyeballs,Office Supplies,Binders,204.28,170.66
PROD0473,Optimize World-Class Technologies,Technology,Phones,138.18,94.67
PROD0474,Visualize Wireless E-Services,Furniture,Bookcases,763.44,639.61
PROD0475,Envisioneer Web-Enabled Markets,Technology,Machines,358.72,179.48
PROD0476,Envisioneer Cross-Media Networks,Office Supplies,Art,898.03,735.06
PROD0477,Whiteboard Innovative Infrastructures,Office Supplies,Labels,845.46,453.51
PROD0478,Brand Sticky Systems,Office Supplies,Paper,659.57,536.98
PROD0479,Transition World-Class Relationships,Technology,Machines,808.66,663.85
PROD0480,Drive Magnetic E-Business,Office Supplies,Art,840.24,488.94
PROD0481,Architect Dynamic Info-Mediaries,Office Supplies,Labels,147.45,91.16
PROD0482,Enable Seamless Supply-Chains,Office Supplies,Labels,416.34,277.99
PROD0483,Facilitate Transparent Action-Items,Office Supplies,Art,796.94,611.83
PROD0484,Utilize B2B Initiatives,Furniture,Tables,15.99,8.31
PROD0485,Envisioneer Granular Experiences,Furniture,Bookcases,772.22,537.65
PROD0486,Benchmark Revolutionary Channels,Office Supplies,Art,836.52,731.07
PROD0487,Maximize Strategic Bandwidth,Office Supplies,Paper,800.22,560.13
PROD0488,Enable End-To-End Niches,Furniture,Tables,168.98,109.86
PROD0489,Harness Frictionless Portals,Office Supplies,Art,94.23,49.82
PROD0490,Engage Revolutionary Infrastructures,Office Supplies,Paper,340.76,218.24
PROD0491,Syndicate Best-Of-Breed Portals,Furniture,Chairs,638.31,543.22
PROD0492,Innovate Sticky Systems,Office Supplies,Labels,590.37,452.96
PROD0493,Integrate Magnetic Content,Furniture,Furnishings,920.74,468.63
PROD0494,Target Killer E-Tailers,Furniture,Bookcases,544.55,288.61
PROD0495,Expedite Global Architectures,Office Supplies,Paper,408.78,356.87
PROD0496,Re-Contextualize B2B Roi,Office Supplies,Labels,47.47,36.87
PROD0497,Redefine Next-Generation Methodologies,Technology,Machines,754.06,452.68
PROD0498,Exploit Mission-Critical Schemas,Office Supplies,Labels,103.7,51.93
PROD0499,Revolutionize Compelling Info-Mediaries,Technology,Machines,779.45,586.58
PROD0500,Aggregate Distributed Deliverables,Office Supplies,Binders,469.53,418.41
PROD0501,Empower Efficient E-Tailers,Furniture,Furnishings,698.44,365.19
PROD0502,Transform Visionary Networks,Technology,Accessories,814.81,418.12
PROD0503,Deliver Ubiquitous Content,Technology,Copiers,502.61,403.75
PROD0504,Maximize Distributed Applications,Office Supplies,Labels,190.76,101.34
PROD0505,Re-Contextualize Ubiquitous Architectures,Technology,Phones,24.27,20.71
PROD0506,Harness Intuitive Methodologies,Office Supplies,Paper,288.72,212.51
PROD0507,Expedite Web-Enabled Experiences,Office Supplies,Art,892.43,610.57
PROD0508,Grow Distributed Vortals,Technology,Machines,304.58,202.73
PROD0509,Enhance Out-Of-The-Box Initiatives,Technology,Machines,708.4,507.34
PROD0510,Engineer Impactful Action-Items,Technology,Machines,578.35,488.53
PROD0511,Enhance End-To-End Web-Readiness,Office Supplies,Paper,605.28,307.58
PROD0512,Aggregate B2B Applications,Furniture,Furnishings,385.15,314.53
PROD0513,Transform Open-Source Mindshare,Furniture,Bookcases,520.78,405.2
PROD0514,Engage Collaborative Infrastructures,Office Supplies,Binders,256.35,229.11
PROD0515,Transform End-To-End Channels,Office Supplies,Art,998.5,891.83
PROD0516,Enable Robust Deliverables,Furniture,Chairs,393.49,234.36
PROD0517,Deliver Extensible Synergies,Office Supplies,Binders,384.55,327.03
PROD0518,Incubate Transparent Platforms,Technology,Copiers,954.87,653.84
PROD0519,Innovate Collaborative Communities,Technology,Copiers,368.37,327.07
PROD0520,Productize Real-Time Eyeballs,Furniture,Furnishings,140.22,123.05
PROD0521,Exploit Bricks-And-Clicks Methodologies,Office Supplies,Paper,479.95,276.9
PROD0522,Optimize Value-Added E-Tailers,Technology,Machines,22.77,18.57
PROD0523,Empower Efficient Deliverables,Furniture,Bookcases,401.65,316.15
PROD0524,Leverage Wireless Channels,Furniture,Tables,596.17,450.71
PROD0525,Matrix Strategic Mindshare,Furniture,Tables,287.74,218.09
PROD0526,Orchestrate Next-Generation Roi,Technology,Accessories,772.54,394.45
PROD0527,Visualize Cross-Platform E-Services,Office Supplies,Binders,160.31,143.43
PROD0528,Synthesize Front-End Applications,Office Supplies,Art,26.28,23.2
PROD0529,Incentivize Customized Methodologies,Technology,Copiers,175.63,127.1
PROD0530,Deliver Cutting-Edge Niches,Furniture,Bookcases,126.4,93.9
PROD0531,Redefine Efficient E-Business,Office Supplies,Paper,952.45,663.54
PROD0532,Maximize Strategic Systems,Furniture,Furnishings,171.64,88.73
PROD0533,Matrix Enterprise Convergence,Furniture,Furnishings,996.63,535.35
PROD0534,Brand Plug-And-Play Initiatives,Furniture,Chairs,358.34,264.27
PROD0535,Enhance Extensible Web-Readiness,Office Supplies,Art,234.11,172.27
PROD0536,Deploy Revolutionary Web-Readiness,Technology,Accessories,642.9,459.01
PROD0537,Re-Intermediate Distributed Niches,Furniture,Furnishings,154.52,115.12
PROD0538,Facilitate Seamless Metrics,Office Supplies,Paper,118.05,62.94
PROD0539,Seize Clicks-And-Mortar Supply-Chains,Technology,Machines,287.33,175.38
PROD0540,Maximize Integrated Platforms,Technology,Phones,904.97,610.62
PROD0541,Repurpose Interactive Web Services,Furniture,Bookcases,69.72,50.01
PROD0542,Revolutionize Global Applications,Office Supplies,Labels,312.96,270.95
PROD0543,Strategize 24/7 Niches,Technology,Machines,355.49,204.64
PROD0544,Engage Web-Enabled E-Services,Furniture,Furnishings,959.95,535.12
PROD0545,Expedite Dot-Com E-Services,Office Supplies,Art,70.7,62.13
PROD0546,Deploy B2C Bandwidth,Technology,Accessories,799.64,404.98
PROD0547,Exploit One-To-One E-Markets,Technology,Copiers,11.0,6.41
PROD0548,Utilize E-Business Networks,Office Supplies,Paper,700.47,538.16
PROD0549,Enable Wireless Schemas,Technology,Machines,432.63,334.91
PROD0550,Streamline Next-Generation Systems,Furniture,Furnishings,792.04,457.18
PROD0551,Engineer Holistic Deliverables,Furniture,Bookcases,502.83,387.76
PROD0552,Incubate Visionary Systems,Office Supplies,Paper,766.82,581.73
PROD0553,Envisioneer Clicks-And-Mortar Communities,Furniture,Chairs,971.7,576.05
PROD0554,Scale Web-Enabled Models,Technology,Phones,226.41,133.52
PROD0555,Incentivize Sticky Bandwidth,Office Supplies,Paper,200.76,155.97
PROD0556,Evolve Cutting-Edge Functionalities,Technology,Copiers,586.37,463.95
PROD0557,Revolutionize Efficient Web Services,Office Supplies,Binders,89.46,57.41
PROD0558,Seize Compelling Experiences,Furniture,Furnishings,753.09,512.87
PROD0559,Iterate Cross-Platform Networks,Office Supplies,Art,206.31,184.26
PROD0560,Transition Intuitive E-Commerce,Technology,Machines,457.42,410.85
PROD0561,Syndicate Next-Generation Portals,Technology,Accessories,250.71,169.95
PROD0562,Synthesize Vertical Info-Mediaries,Technology,Machines,944.53,548.22
PROD0563,Empower Transparent Synergies,Furniture,Furnishings,268.87,225.94
PROD0564,Embrace User-Centric Roi,Furniture,Chairs,312.7,195.16
PROD0565,Grow Virtual Metrics,Furniture,Tables,646.55,457.92
PROD0566,Harness Synergistic Experiences,Technology,Copiers,355.54,220.15
PROD0567,Extend Revolutionary Portals,Technology,Phones,971.59,758.94
PROD0568,Empower World-Class Synergies,Technology,Accessories,207.42,147.21
PROD0569,Deliver 24/7 Schemas,Office Supplies,Paper,717.48,575.1
PROD0570,Synergize Magnetic Functionalities,Office Supplies,Binders,198.47,151.09
PROD0571,Re-Contextualize User-Centric Action-Items,Technology,Phones,384.65,320.7
PROD0572,Visualize Back-End Technologies,Technology,Machines,719.26,583.92
PROD0573,Re-Intermediate Scalable Systems,Office Supplies,Binders,740.09,470.15
PROD0574,Matrix Seamless Initiatives,Technology,Accessories,668.09,350.58
PROD0575,Expedite Back-End Portals,Technology,Accessories,12.96,9.66
PROD0576,Evolve Turn-Key Channels,Technology,Accessories,276.7,229.7
PROD0577,Productize Scalable Users,Office Supplies,Binders,166.65,116.91
PROD0578,Evolve Revolutionary Paradigms,Technology,Copiers,387.32,297.72
PROD0579,Implement World-Class Technologies,Technology,Accessories,418.25,318.61
PROD0580,Whiteboard Cross-Media Info-Mediaries,Furniture,Chairs,384.74,313.17
PROD0581,Utilize E-Business Paradigms,Furniture,Bookcases,523.87,281.99
PROD0582,Exploit Frictionless Technologies,Office Supplies,Binders,682.6,512.81
PROD0583,Transform Strategic Functionalities,Furniture,Chairs,167.54,135.45
PROD0584,Productize Cross-Platform Action-Items,Furniture,Chairs,10.36,9.1
PROD0585,Enhance B2B Platforms,Technology,Phones,956.35,754.45
PROD0586,Engage World-Class Architectures,Technology,Phones,598.06,500.8
PROD0587,Morph Plug-And-Play Systems,Office Supplies,Art,117.76,96.55
PROD0588,Extend Out-Of-The-Box Partnerships,Furniture,Tables,878.87,690.41
PROD0589,Embrace Magnetic Experiences,Furniture,Bookcases,549.22,401.52
PROD0590,Envisioneer Sticky Networks,Furniture,Tables,515.24,431.88
PROD0591,Scale Dot-Com Applications,Technology,Machines,657.04,521.41
PROD0592,Morph Best-Of-Breed Metrics,Technology,Copiers,145.81,113.72
PROD0593,Monetize Extensible E-Business,Furniture,Furnishings,853.24,544.07
PROD0594,Aggregate Web-Enabled E-Commerce,Office Supplies,Art,68.1,59.22
PROD0595,Cultivate Impactful Initiatives,Technology,Phones,775.37,544.49
PROD0596,Transition Vertical Solutions,Office Supplies,Binders,530.48,386.74
PROD0597,Engineer Mission-Critical Roi,Technology,Phones,636.75,319.79
PROD0598,Repurpose Frictionless Models,Technology,Machines,658.99,440.93
PROD0599,Utilize Open-Source Action-Items,Technology,Phones,65.87,40.59
PROD0600,Maximize Integrated Solutions,Technology,Copiers,316.68,171.92
PROD0601,Embrace Interactive Roi,Office Supplies,Art,194.14,129.72
PROD0602,Synthesize 24/7 Bandwidth,Furniture,Tables,53.47,27.64
PROD0603,Empower User-Centric Portals,Office Supplies,Paper,177.12,128.03
PROD0604,Exploit Rich Metrics,Furniture,Bookcases,52.32,26.76
PROD0605,Expedite Clicks-And-Mortar Mindshare,Furniture,Chairs,47.47,34.45
PROD0606,Generate Sticky Web Services,Furniture,Chairs,781.08,403.67
PROD0607,Engineer Out-Of-The-Box Partnerships,Technology,Copiers,578.72,320.21
PROD0608,Re-Contextualize B2C Web-Readiness,Furniture,Chairs,925.1,610.98
PROD0609,Productize B2B Niches,Office Supplies,Labels,34.09,25.34
PROD0610,Exploit Visionary Deliverables,Office Supplies,Paper,481.46,383.03
PROD0611,Integrate Interactive Convergence,Technology,Copiers,459.18,342.71
PROD0612,Synthesize Compelling Metrics,Technology,Phones,846.08,480.48
PROD0613,Productize Compelling Roi,Furniture,Tables,861.14,485.37
PROD0614,Grow 24/7 Paradigms,Furniture,Chairs,837.88,643.18
PROD0615,Engineer Intuitive E-Commerce,Office Supplies,Art,389.69,206.26
PROD0616,Re-Intermediate 24/7 Systems,Technology,Phones,354.14,179.67
PROD0617,Engage Wireless Communities,Office Supplies,Binders,524.22,308.59
PROD0618,Engage 24/365 Mindshare,Furniture,Tables,440.63,316.47
PROD0619,Transform Intuitive Roi,Furniture,Chairs,500.83,390.57
PROD0620,Architect Back-End Functionalities,Furniture,Chairs,987.78,733.47
PROD0621,Transform Dynamic E-Services,Furniture,Chairs,948.73,782.03
PROD0622,Brand Cross-Platform Methodologies,Furniture,Tables,473.59,265.02
PROD0623,Implement Rich Platforms,Office Supplies,Binders,451.41,233.35
PROD0624,Synergize Viral Solutions,Office Supplies,Labels,349.32,218.8
PROD0625,Productize Revolutionary Systems,Office Supplies,Paper,79.72,50.04
PROD0626,Target Vertical Platforms,Office Supplies,Labels,145.24,121.74
PROD0627,Incubate Back-End Convergence,Technology,Copiers,283.49,217.71
PROD0628,Deploy World-Class Experiences,Furniture,Bookcases,205.76,174.74
PROD0629,Maximize Enterprise E-Services,Technology,Phones,599.23,447.19
PROD0630,Envisioneer Granular Users,Technology,Machines,539.01,292.17
PROD0631,Maximize End-To-End Paradigms,Technology,Copiers,556.07,319.73
PROD0632,Architect Visionary E-Business,Furniture,Chairs,923.17,795.55
PROD0633,Orchestrate Vertical E-Business,Technology,Accessories,75.85,59.93
PROD0634,Scale Visionary Vortals,Office Supplies,Labels,836.83,597.49
PROD0635,Transform Distributed Solutions,Furniture,Furnishings,456.6,355.7
PROD0636,Scale Vertical Content,Technology,Copiers,637.59,551.93
PROD0637,Aggregate One-To-One E-Business,Office Supplies,Art,541.86,448.27
PROD0638,Orchestrate Revolutionary Networks,Office Supplies,Paper,786.42,673.24
PROD0639,Monetize Best-Of-Breed Infrastructures,Office Supplies,Labels,341.04,227.82
PROD0640,Brand Wireless Info-Mediaries,Office Supplies,Labels,752.02,405.05
PROD0641,Implement Magnetic Niches,Office Supplies,Paper,401.54,233.9
PROD0642,Streamline Compelling E-Business,Office Supplies,Binders,176.35,120.32
PROD0643,Deliver Cutting-Edge Communities,Furniture,Bookcases,152.15,131.78
PROD0644,Deliver Dynamic Functionalities,Furniture,Tables,859.41,631.73
PROD0645,Re-Intermediate Extensible Technologies,Technology,Accessories,897.78,703.61
PROD0646,E-Enable B2C Experiences,Technology,Accessories,329.66,233.89
PROD0647,Enhance Customized Experiences,Office Supplies,Art,784.94,593.05
PROD0648,Reinvent Cross-Platform Applications,Furniture,Tables,709.16,462.72
PROD0649,Generate E-Business Eyeballs,Office Supplies,Paper,201.93,157.49
PROD0650,Re-Contextualize Best-Of-Breed Technologies,Office Supplies,Art,525.09,467.9
PROD0651,Reinvent Best-Of-Breed Web-Readiness,Office Supplies,Labels,330.32,268.56
PROD0652,Syndicate Magnetic Convergence,Technology,Copiers,689.95,521.48
PROD0653,Benchmark B2B Metrics,Technology,Phones,104.57,76.26
PROD0654,Integrate Leading-Edge Web Services,Technology,Copiers,956.44,855.5
PROD0655,Morph Open-Source Action-Items,Office Supplies,Labels,496.75,252.71
PROD0656,Evolve Global Functionalities,Technology,Machines,807.89,655.44
PROD0657,Syndicate Compelling E-Services,Furniture,Tables,525.1,322.64
PROD0658,Benchmark Out-Of-The-Box E-Commerce,Office Supplies,Paper,439.72,300.15
PROD0659,Grow Ubiquitous E-Services,Technology,Phones,29.2,25.3
PROD0660,Embrace Leading-Edge Channels,Office Supplies,Paper,360.14,226.22
PROD0661,Seize Collaborative E-Markets,Furniture,Furnishings,718.46,635.62
PROD0662,Disintermediate Distributed Technologies,Furniture,Bookcases,260.12,232.54
PROD0663,Maximize Granular Networks,Technology,Accessories,859.8,491.79
PROD0664,Mesh Scalable Functionalities,Furniture,Furnishings,505.34,407.97
PROD0665,Extend Front-End Experiences,Office Supplies,Art,391.14,329.1
PROD0666,E-Enable Interactive Models,Technology,Accessories,626.3,465.15
PROD0667,Transform Leading-Edge Systems,Technology,Copiers,579.94,290.6
