ProductID,ProductName,Category,SubCategory,UnitPrice,COGS
PROD0668,Productize World-Class E-Services,Office Supplies,Art,380.99,321.86
PROD0669,Evolve Seamless Web Services,Furniture,Tables,69.27,43.16
PROD0670,Strategize Efficient Models,Technology,Machines,930.09,798.65
PROD0671,Deliver Clicks-And-Mortar E-Business,Office Supplies,Binders,214.53,151.63
PROD0672,Aggregate Strategic Systems,Office Supplies,Labels,445.54,307.43
PROD0673,Benchmark Impactful Markets,Office Supplies,Labels,734.58,554.25
PROD0674,Exploit Compelling Convergence,Technology,Phones,908.38,640.85
PROD0675,Expedite World-Class Mindshare,Technology,Machines,66.14,46.85
PROD0676,Deliver Plug-And-Play Channels,Technology,Machines,306.53,275.66
PROD0677,Transition Ubiquitous Communities,Office Supplies,Binders,783.46,476.31
PROD0678,E-Enable World-Class Experiences,Technology,Phones,241.08,128.9
PROD0679,Incubate Frictionless Solutions,Office Supplies,Binders,947.68,501.8
PROD0680,Transition Bleeding-Edge Markets,Furniture,Chairs,646.31,390.52
PROD0681,Scale Plug-And-Play Portals,Furniture,Bookcases,219.49,172.14
PROD0682,Engage Cutting-Edge Functionalities,Furniture,Bookcases,692.5,542.84
PROD0683,Mesh Vertical Experiences,Technology,Phones,177.21,146.77
PROD0684,Innovate Extensible Vortals,Office Supplies,Labels,741.29,402.37
PROD0685,Integrate Front-End Synergies,Technology,Copiers,472.65,424.93
PROD0686,Benchmark Robust E-Services,Technology,Accessories,209.29,110.64
PROD0687,Transition Visionary Bandwidth,Furniture,Furnishings,637.49,367.86
PROD0688,Maximize Mission-Critical Technologies,Office Supplies,Paper,771.05,512.54
PROD0689,Productize Real-Time Methodologies,Technology,Accessories,319.62,245.0
PROD0690,Deploy Front-End Metrics,Office Supplies,Paper,371.72,250.44
PROD0691,Deliver User-Centric Vortals,Technology,Accessories,909.23,541.15
PROD0692,Seize Strategic Action-Items,Technology,Machines,355.7,269.95
PROD0693,Expedite Web-Enabled Initiatives,Technology,Accessories,469.87,246.45
PROD0694,Leverage Magnetic Action-Items,Technology,Machines,677.88,589.07
PROD0695,Scale End-To-End Markets,Office Supplies,Labels,270.58,240.09
PROD0696,Benchmark Cross-Media Functionalities,Office Supplies,Binders,855.5,610.32
PROD0697,Deliver Interactive E-Business,Furniture,Chairs,308.77,188.91
PROD0698,Re-Contextualize Virtual E-Business,Office Supplies,Labels,225.02,188.33
PROD0699,Aggregate Enterprise Info-Mediaries,Office Supplies,Art,881.49,596.46
PROD0700,Exploit End-To-End Networks,Office Supplies,Paper,153.3,102.88
PROD0701,Streamline Frictionless Functionalities,Office Supplies,Paper,991.44,770.41
PROD0702,Morph Distributed E-Markets,Furniture,Tables,173.14,86.81
PROD0703,Facilitate Mission-Critical Web-Readiness,Technology,Copiers,896.29,533.5
PROD0704,Redefine Mission-Critical Users,Office Supplies,Binders,571.23,419.51
PROD0705,Whiteboard Cross-Media Technologies,Furniture,Tables,725.08,583.02
PROD0706,Innovate Seamless Action-Items,Technology,Copiers,826.68,417.74
PROD0707,Unleash Collaborative Roi,Office Supplies,Paper,39.14,31.54
PROD0708,Grow World-Class Eyeballs,Office Supplies,Binders,587.35,437.7
PROD0709,Maximize Cross-Platform Vortals,Furniture,Bookcases,922.27,666.06
PROD0710,Engage Magnetic Experiences,Office Supplies,Paper,478.96,256.6
PROD0711,Strategize Vertical Supply-Chains,Furniture,Tables,896.95,694.39
PROD0712,Incubate Rich Eyeballs,Office Supplies,Binders,542.55,275.48
PROD0713,Morph Cross-Platform Solutions,Technology,Copiers,418.28,224.71
PROD0714,Deliver Collaborative Supply-Chains,Office Supplies,Art,572.24,444.05
PROD0715,Matrix End-To-End Web Services,Furniture,Tables,290.37,210.47
PROD0716,Target Wireless Technologies,Furniture,Furnishings,920.94,502.7
PROD0717,Matrix Ubiquitous Networks,Office Supplies,Binders,20.14,16.63
PROD0718,Synergize Killer Initiatives,Technology,Accessories,942.95,550.36
PROD0719,Whiteboard Sticky Relationships,Technology,Accessories,512.2,319.36
PROD0720,Expedite Magnetic Roi,Office Supplies,Paper,358.26,184.5
PROD0721,Evolve Scalable Content,Office Supplies,Labels,925.41,654.35
PROD0722,Enhance Distributed Convergence,Technology,Accessories,805.32,714.13
PROD0723,Envisioneer Front-End Methodologies,Technology,Phones,613.25,511.64
PROD0724,Incubate Back-End Users,Technology,Machines,104.38,73.4
PROD0725,Envisioneer Next-Generation Schemas,Technology,Copiers,278.26,205.87
PROD0726,Grow Granular Roi,Furniture,Bookcases,49.43,27.93
PROD0727,Harness E-Business Info-Mediaries,Office Supplies,Binders,971.1,832.23
PROD0728,Utilize Synergistic Systems,Technology,Accessories,54.79,38.22
PROD0729,Revolutionize B2B Relationships,Office Supplies,Art,963.5,682.6
PROD0730,Orchestrate Cross-Media Initiatives,Technology,Copiers,596.79,473.83
PROD0731,Incentivize Strategic Networks,Furniture,Bookcases,464.18,255.59
PROD0732,Drive Enterprise Mindshare,Technology,Machines,941.87,680.58
PROD0733,Embrace Transparent Portals,Technology,Copiers,823.66,517.18
PROD0734,Drive Enterprise Systems,Office Supplies,Paper,266.49,158.25
PROD0735,Embrace Visionary Methodologies,Furniture,Tables,982.25,694.92
PROD0736,Utilize Holistic Web-Readiness,Office Supplies,Binders,676.95,345.29
PROD0737,Optimize One-To-One Functionalities,Office Supplies,Binders,223.61,118.09
PROD0738,Unleash Compelling Portals,Office Supplies,Binders,585.82,297.6
PROD0739,Aggregate End-To-End Vortals,Office Supplies,Binders,960.49,625.17
PROD0740,Exploit Wireless Applications,Furniture,Bookcases,925.39,819.29
PROD0741,Architect Revolutionary E-Services,Technology,Machines,112.91,94.12
PROD0742,Brand Plug-And-Play Metrics,Technology,Copiers,101.41,53.53
PROD0743,Engage Efficient E-Business,Furniture,Chairs,780.36,464.7
PROD0744,Whiteboard Bricks-And-Clicks E-Services,Office Supplies,Labels,147.6,102.56
PROD0745,Evolve 24/365 Action-Items,Furniture,Bookcases,116.98,76.63
PROD0746,Transform Collaborative Deliverables,Furniture,Furnishings,58.75,38.45
PROD0747,Facilitate Real-Time Methodologies,Furniture,Tables,495.1,299.64
PROD0748,Utilize End-To-End Vortals,Technology,Phones,97.74,79.4
PROD0749,Deliver Interactive Eyeballs,Technology,Machines,150.11,134.48
PROD0750,Synergize Cutting-Edge Interfaces,Office Supplies,Labels,305.67,196.98
PROD0751,Disintermediate Sticky Channels,Office Supplies,Binders,187.42,94.58
PROD0752,Facilitate Frictionless Paradigms,Furniture,Tables,788.9,488.03
PROD0753,Repurpose Collaborative Portals,Furniture,Furnishings,551.26,376.15
PROD0754,Target Innovative Experiences,Office Supplies,Paper,240.23,214.34
PROD0755,Synthesize Value-Added Architectures,Furniture,Tables,886.52,794.01
PROD0756,Incubate Virtual Metrics,Office Supplies,Labels,295.71,257.13
PROD0757,Iterate Interactive E-Services,Office Supplies,Labels,542.98,379.88
PROD0758,Deploy Scalable Methodologies,Technology,Accessories,993.98,671.48
PROD0759,Iterate Visionary Synergies,Furniture,Furnishings,53.31,42.05
PROD0760,Embrace Killer E-Business,Furniture,Chairs,777.11,455.98
PROD0761,Deploy User-Centric E-Tailers,Office Supplies,Labels,639.87,539.06
PROD0762,Integrate Mission-Critical E-Services,Furniture,Chairs,87.71,66.74
PROD0763,Grow Integrated Interfaces,Furniture,Furnishings,949.64,761.97
PROD0764,Grow Holistic Schemas,Furniture,Tables,439.5,311.65
PROD0765,Whiteboard Robust Infrastructures,Furniture,Bookcases,268.35,151.62
PROD0766,Benchmark Integrated Bandwidth,Technology,Copiers,500.0,322.0
PROD0767,Productize Rich Portals,Furniture,Bookcases,467.04,398.68
PROD0768,Grow Sticky Architectures,Technology,Phones,184.69,104.47
PROD0769,Envisioneer Real-Time Infrastructures,Office Supplies,Paper,984.86,752.49
PROD0770,Expedite Transparent Metrics,Office Supplies,Binders,965.4,488.7
PROD0771,Revolutionize Wireless Channels,Office Supplies,Paper,57.99,36.05
PROD0772,Aggregate Proactive Interfaces,Furniture,Bookcases,157.59,137.64
PROD0773,Strategize B2C Systems,Furniture,Bookcases,476.65,291.45
PROD0774,Transition Bleeding-Edge Methodologies,Office Supplies,Paper,377.7,286.09
PROD0775,Unleash Next-Generation Synergies,Technology,Machines,902.92,799.99
PROD0776,Syndicate User-Centric Web Services,Office Supplies,Labels,982.28,611.23
PROD0777,Seize Compelling E-Markets,Technology,Copiers,746.29,461.93
PROD0778,Transform 24/365 Networks,Technology,Phones,171.94,104.5
PROD0779,Matrix Vertical E-Tailers,Furniture,Furnishings,401.75,310.22
PROD0780,Optimize Frictionless Mindshare,Technology,Accessories,410.52,302.58
PROD0781,Unleash Best-Of-Breed Web Services,Technology,Accessories,775.24,612.13
PROD0782,Monetize Revolutionary E-Tailers,Office Supplies,Paper,268.59,170.86
PROD0783,Deliver Visionary Web Services,Office Supplies,Paper,465.13,385.46
PROD0784,Revolutionize E-Business Partnerships,Technology,Phones,214.02,150.99
PROD0785,Enhance Seamless Interfaces,Office Supplies,Labels,77.05,48.01
PROD0786,Productize Open-Source Eyeballs,Office Supplies,Paper,954.61,504.58
PROD0787,Generate Open-Source Convergence,Office Supplies,Binders,82.76,62.24
PROD0788,Generate Global Roi,Furniture,Chairs,171.84,154.59
PROD0789,Engineer Holistic Niches,Technology,Accessories,627.16,408.01
PROD0790,Extend Wireless Action-Items,Furniture,Furnishings,196.41,140.3
PROD0791,Empower Bricks-And-Clicks E-Markets,Office Supplies,Binders,664.06,524.26
PROD0792,Empower World-Class Solutions,Office Supplies,Art,419.7,347.69
PROD0793,Re-Contextualize Cross-Media Supply-Chains,Technology,Machines,95.73,60.47
PROD0794,Transform User-Centric Portals,Office Supplies,Labels,84.87,72.47
PROD0795,Repurpose Magnetic Supply-Chains,Office Supplies,Art,853.51,679.52
PROD0796,Re-Intermediate Frictionless Info-Mediaries,Furniture,Bookcases,700.35,410.73
PROD0797,Syndicate Intuitive E-Services,Furniture,Furnishings,878.2,728.3
PROD0798,Extend Virtual Systems,Furniture,Tables,90.61,51.41
PROD0799,Empower Clicks-And-Mortar Channels,Office Supplies,Paper,272.0,166.57
PROD0800,Incubate Cross-Media Users,Furniture,Furnishings,275.65,188.61
PROD0801,Generate Revolutionary Web Services,Furniture,Furnishings,764.5,449.78
PROD0802,Expedite 24/7 Models,Technology,Phones,535.88,414.48
PROD0803,Redefine Holistic Functionalities,Office Supplies,Paper,535.05,352.14
PROD0804,Strategize One-To-One Partnerships,Technology,Accessories,312.24,209.38
PROD0805,Maximize Cross-Media Technologies,Office Supplies,Art,269.88,190.69
PROD0806,Matrix Mission-Critical E-Commerce,Furniture,Tables,223.9,113.19
PROD0807,Synthesize One-To-One Vortals,Furniture,Tables,112.37,75.65
PROD0808,Enable Wireless Channels,Office Supplies,Paper,469.39,253.08
PROD0809,Implement Next-Generation Experiences,Technology,Copiers,237.83,129.53
PROD0810,Deliver Dot-Com Roi,Technology,Machines,751.56,584.37
PROD0811,Whiteboard Viral Communities,Office Supplies,Labels,933.93,519.24
PROD0812,Extend Robust Web-Readiness,Office Supplies,Paper,384.82,222.19
PROD0813,Morph World-Class Relationships,Technology,Phones,193.48,101.58
PROD0814,Deliver Revolutionary Bandwidth,Furniture,Furnishings,913.08,621.99
PROD0815,Innovate Bricks-And-Clicks Interfaces,Furniture,Chairs,49.64,27.21
PROD0816,Extend Sticky Info-Mediaries,Technology,Machines,986.35,704.48
PROD0817,Envisioneer Clicks-And-Mortar Architectures,Office Supplies,Labels,26.01,13.62
PROD0818,Whiteboard Leading-Edge Architectures,Office Supplies,Art,837.3,484.97
PROD0819,Target Compelling Eyeballs,Office Supplies,Art,825.03,447.82
PROD0820,Exploit Distributed Portals,Furniture,Chairs,553.72,389.03
PROD0821,Target Web-Enabled E-Markets,Technology,Copiers,375.84,235.88
PROD0822,Matrix Granular Architectures,Furniture,Furnishings,354.15,290.67
PROD0823,Implement Value-Added E-Markets,Office Supplies,Labels,81.56,64.14
PROD0824,Facilitate Customized Web-Readiness,Furniture,Furnishings,559.32,280.97
PROD0825,Expedite Dynamic E-Tailers,Technology,Copiers,737.31,531.21
PROD0826,Embrace Bricks-And-Clicks Niches,Technology,Copiers,20.0,11.26
PROD0827,Aggregate Vertical Paradigms,Technology,Machines,350.12,306.88
PROD0828,Synthesize Bricks-And-Clicks E-Tailers,Office Supplies,Labels,872.09,686.47
PROD0829,Orchestrate B2B Technologies,Office Supplies,Paper,725.38,642.55
PROD0830,Whiteboard Proactive Technologies,Technology,Machines,823.12,730.61
PROD0831,Deliver Proactive Channels,Technology,Machines,964.46,784.15
PROD0832,Engage Frictionless Relationships,Office Supplies,Binders,304.33,200.34
PROD0833,Orchestrate Virtual E-Business,Office Supplies,Binders,308.4,233.46
PROD0834,Re-Contextualize Impactful Platforms,Technology,Phones,850.26,639.57
PROD0835,Exploit Holistic Infrastructures,Furniture,Bookcases,513.49,276.15
PROD0836,Engineer 24/365 Initiatives,Furniture,Furnishings,804.4,618.24
PROD0837,Deliver Visionary E-Tailers,Office Supplies,Paper,82.92,47.91
PROD0838,Optimize Integrated Portals,Technology,Accessories,433.89,256.59
PROD0839,Monetize Turn-Key Niches,Technology,Machines,983.91,567.56
PROD0840,Scale Enterprise Deliverables,Furniture,Furnishings,418.94,269.83
PROD0841,Re-Contextualize End-To-End Experiences,Office Supplies,Labels,781.39,659.1
PROD0842,Envisioneer Innovative Systems,Technology,Phones,356.12,220.33
PROD0843,Embrace Customized Supply-Chains,Office Supplies,Binders,576.29,297.38
PROD0844,Synthesize Compelling Convergence,Office Supplies,Paper,342.57,223.94
PROD0845,Maximize Bleeding-Edge Action-Items,Technology,Accessories,423.25,368.61
PROD0846,Envisioneer Seamless Metrics,Furniture,Furnishings,16.1,10.75
PROD0847,Facilitate B2C Metrics,Technology,Phones,933.82,767.67
PROD0848,Re-Intermediate Web-Enabled Supply-Chains,Technology,Machines,998.05,785.42
PROD0849,Monetize Enterprise Platforms,Furniture,Chairs,563.33,298.58
PROD0850,Implement Leading-Edge Networks,Furniture,Bookcases,615.08,504.14
PROD0851,Redefine B2B Channels,Office Supplies,Labels,761.05,645.02
PROD0852,Generate Viral Channels,Technology,Accessories,284.96,227.55
PROD0853,Embrace Front-End Functionalities,Office Supplies,Paper,752.83,654.66
PROD0854,E-Enable 24/365 Networks,Technology,Phones,749.97,603.86
PROD0855,Synergize Transparent Users,Furniture,Chairs,733.84,657.13
PROD0856,Engineer Compelling Web-Readiness,Furniture,Chairs,848.46,438.13
PROD0857,Productize Transparent Initiatives,Office Supplies,Labels,583.94,355.67
PROD0858,Target Front-End Web-Readiness,Furniture,Furnishings,231.2,190.86
PROD0859,Synthesize Clicks-And-Mortar Models,Office Supplies,Paper,83.94,44.78
PROD0860,Integrate Innovative Communities,Office Supplies,Labels,879.58,644.92
PROD0861,Grow Compelling Infrastructures,Technology,Accessories,94.48,84.75
PROD0862,Grow Distributed Architectures,Technology,Phones,82.9,60.39
PROD0863,Orchestrate End-To-End Systems,Office Supplies,Binders,249.91,185.6
PROD0864,Mesh Cross-Platform Markets,Furniture,Furnishings,554.32,318.35
PROD0865,Integrate Seamless Info-Mediaries,Office Supplies,Binders,595.83,420.71
PROD0866,Aggregate Leading-Edge E-Commerce,Technology,Accessories,310.8,172.48
PROD0867,Reinvent Best-Of-Breed Vortals,Office Supplies,Paper,383.85,193.93
PROD0868,Re-Intermediate Wireless Vortals,Furniture,Furnishings,150.6,121.54
PROD0869,Re-Intermediate Enterprise Initiatives,Furniture,Tables,562.49,443.28
PROD0870,Extend Leading-Edge Partnerships,Furniture,Chairs,118.14,65.65
PROD0871,Synergize Impactful E-Tailers,Furniture,Chairs,904.18,594.51
PROD0872,Incubate Best-Of-Breed E-Services,Office Supplies,Art,266.84,175.93
PROD0873,Revolutionize 24/365 Models,Furniture,Chairs,217.53,187.7
PROD0874,Transition Cross-Media Mindshare,Technology,Accessories,955.64,848.61
PROD0875,Synthesize Next-Generation Bandwidth,Technology,Accessories,25.44,22.03
PROD0876,Optimize Vertical Networks,Furniture,Tables,532.82,284.48
PROD0877,Re-Contextualize Interactive Networks,Technology,Phones,584.17,468.21
PROD0878,Enable E-Business E-Markets,Office Supplies,Paper,856.9,735.69
PROD0879,Productize Out-Of-The-Box Initiatives,Furniture,Chairs,442.84,353.47
PROD0880,Re-Intermediate Cross-Platform Niches,Office Supplies,Art,932.55,832.32
PROD0881,Envisioneer Cutting-Edge E-Commerce,Furniture,Chairs,63.94,54.56
PROD0882,Leverage Revolutionary Mindshare,Furniture,Bookcases,785.4,530.09
PROD0883,Drive Ubiquitous E-Services,Office Supplies,Labels,408.59,355.39
PROD0884,Harness Frictionless Technologies,Office Supplies,Paper,58.81,35.71
PROD0885,Engineer Holistic Users,Office Supplies,Labels,90.92,73.39
PROD0886,Implement Scalable Interfaces,Technology,Phones,243.33,149.36
PROD0887,Envisioneer Ubiquitous Markets,Technology,Accessories,114.86,96.4
PROD0888,Transform Leading-Edge Synergies,Technology,Copiers,898.36,451.25
PROD0889,Re-Intermediate Collaborative Platforms,Technology,Accessories,237.58,174.47
PROD0890,Optimize Holistic Relationships,Technology,Copiers,376.99,315.17
PROD0891,Re-Contextualize Open-Source Portals,Technology,Machines,773.85,440.39
PROD0892,Repurpose Enterprise Action-Items,Office Supplies,Labels,418.2,232.91
PROD0893,Brand Out-Of-The-Box Platforms,Office Supplies,Binders,104.47,69.63
PROD0894,Incubate E-Business Roi,Technology,Phones,475.66,338.0
PROD0895,Engineer Revolutionary Portals,Technology,Accessories,949.83,704.44
PROD0896,Innovate B2C Deliverables,Office Supplies,Paper,752.73,422.38
PROD0897,Re-Contextualize Cutting-Edge Communities,Technology,Phones,811.5,437.61
PROD0898,Enable B2B Metrics,Technology,Copiers,357.42,269.91
PROD0899,Reinvent Dot-Com Mindshare,Technology,Accessories,892.35,563.82
PROD0900,Matrix Cutting-Edge Supply-Chains,Technology,Copiers,675.62,408.14
PROD0901,Synergize Robust Deliverables,Office Supplies,Paper,19.64,11.24
PROD0902,Re-Intermediate Compelling Eyeballs,Office Supplies,Binders,343.06,250.75
PROD0903,Utilize User-Centric Solutions,Furniture,Chairs,327.47,175.14
PROD0904,Benchmark Interactive Niches,Technology,Copiers,16.0,14.12
PROD0905,Generate Plug-And-Play Models,Technology,Phones,536.22,414.78
PROD0906,Disintermediate User-Centric Networks,Technology,Accessories,132.9,67.98
PROD0907,Re-Intermediate Vertical E-Business,Furniture,Bookcases,615.09,400.25
PROD0908,Utilize Cross-Media Info-Mediaries,Furniture,Furnishings,30.19,25.86
PROD0909,Cultivate Scalable Deliverables,Technology,Copiers,475.46,295.33
PROD0910,Matrix Killer Systems,Technology,Accessories,421.26,223.2
PROD0911,Iterate Distributed Users,Furniture,Tables,158.8,80.99
PROD0912,Strategize Scalable Web-Readiness,Technology,Accessories,263.83,173.64
PROD0913,Grow Front-End Applications,Office Supplies,Paper,285.59,194.49
PROD0914,Disintermediate Cutting-Edge Portals,Technology,Phones,460.07,363.48
PROD0915,Facilitate Value-Added Users,Furniture,Chairs,329.63,259.7
PROD0916,Matrix End-To-End Functionalities,Technology,Machines,94.57,47.57
PROD0917,Facilitate Intuitive Infrastructures,Office Supplies,Labels,59.48,50.22
PROD0918,Transform User-Centric Partnerships,Office Supplies,Labels,486.87,330.17
PROD0919,Facilitate Rich Web Services,Technology,Copiers,857.55,680.95
PROD0920,Iterate Next-Generation Models,Furniture,Furnishings,103.15,86.85
PROD0921,Utilize Back-End Interfaces,Technology,Phones,475.62,391.81
PROD0922,Monetize Best-Of-Breed Roi,Furniture,Chairs,86.07,60.23
PROD0923,Incubate World-Class Markets,Furniture,Furnishings,701.36,489.47
PROD0924,Architect Efficient Portals,Technology,Copiers,281.73,241.87
PROD0925,Re-Intermediate Dot-Com Info-Mediaries,Technology,Phones,140.56,72.65
PROD0926,Whiteboard End-To-End Channels,Technology,Phones,500.21,327.75
PROD0927,Mesh Synergistic Applications,Technology,Accessories,487.23,290.96
PROD0928,Empower Proactive Markets,Furniture,Tables,687.61,547.95
PROD0929,Brand Killer Experiences,Office Supplies,Binders,623.76,427.55
PROD0930,Extend Cross-Media Systems,Technology,Accessories,395.48,331.77
PROD0931,Engage Efficient Markets,Office Supplies,Art,31.38,16.15
PROD0932,Disintermediate Clicks-And-Mortar E-Business,Furniture,Bookcases,174.72,144.79
PROD0933,Strategize Cross-Media Info-Mediaries,Technology,Phones,800.85,644.26
PROD0934,Visualize Compelling Methodologies,Technology,Accessories,387.85,239.83
PROD0935,Transform Sticky Content,Technology,Phones,672.8,417.44
PROD0936,Cultivate Dot-Com Technologies,Technology,Accessories,818.07,422.2
PROD0937,Target Impactful Convergence,Furniture,Bookcases,279.85,196.41
PROD0938,Incentivize Leading-Edge Partnerships,Office Supplies,Paper,695.99,438.12
PROD0939,Reinvent Extensible Models,Office Supplies,Art,941.63,547.89
PROD0940,Empower B2C Web-Readiness,Office Supplies,Art,851.21,534.01
PROD0941,Embrace 24/365 Relationships,Technology,Phones,590.53,467.15
PROD0942,Architect End-To-End Experiences,Office Supplies,Art,74.61,43.19
PROD0943,Extend B2B Deliverables,Office Supplies,Binders,520.79,379.64
PROD0944,Envisioneer Sticky Schemas,Furniture,Bookcases,457.28,361.64
PROD0945,Unleash Killer Methodologies,Office Supplies,Binders,864.1,520.5
PROD0946,Reinvent Holistic Models,Office Supplies,Binders,841.41,440.12
PROD0947,Benchmark Value-Added Markets,Office Supplies,Binders,904.54,629.68
PROD0948,Expedite Wireless Paradigms,Office Supplies,Binders,347.5,256.54
PROD0949,Disintermediate Value-Added Convergence,Office Supplies,Binders,739.55,631.47
PROD0950,Incentivize Cross-Media Experiences,Technology,Machines,348.17,234.31
PROD0951,Repurpose Vertical E-Business,Furniture,Tables,14.27,8.15
PROD0952,Cultivate Distributed E-Tailers,Office Supplies,Paper,47.85,35.94
PROD0953,Integrate Open-Source Interfaces,Technology,Machines,379.2,267.15
PROD0954,Implement Scalable Applications,Technology,Accessories,247.68,135.94
PROD0955,Exploit Enterprise Experiences,Furniture,Bookcases,487.71,436.67
PROD0956,Morph Mission-Critical Methodologies,Office Supplies,Paper,376.37,261.97
PROD0957,Streamline Synergistic Roi,Technology,Machines,427.6,372.36
PROD0958,Synergize Rich E-Business,Furniture,Bookcases,467.51,373.49
PROD0959,Drive Vertical Supply-Chains,Technology,Copiers,113.52,99.95
PROD0960,Enable Bleeding-Edge Initiatives,Technology,Machines,441.85,271.09
PROD0961,Grow Next-Generation Deliverables,Office Supplies,Labels,685.38,345.66
PROD0962,Benchmark Vertical Platforms,Technology,Machines,811.26,435.36
PROD0963,Matrix B2C E-Markets,Technology,Accessories,179.67,137.78
PROD0964,Unleash Holistic Paradigms,Furniture,Chairs,350.12,280.49
PROD0965,Harness Visionary Applications,Furniture,Furnishings,138.0,92.38
PROD0966,E-Enable Granular Applications,Furniture,Bookcases,775.68,476.58
PROD0967,Syndicate Clicks-And-Mortar Info-Mediaries,Furniture,Furnishings,427.88,339.93
PROD0968,Architect Web-Enabled Vortals,Technology,Phones,980.78,553.71
PROD0969,Aggregate Front-End Supply-Chains,Furniture,Tables,10.38,6.91
PROD0970,Deploy Visionary Action-Items,Technology,Phones,869.85,580.66
PROD0971,Integrate Value-Added Web-Readiness,Office Supplies,Labels,311.21,200.5
PROD0972,Engineer Cutting-Edge Niches,Technology,Copiers,635.69,405.24
PROD0973,Aggregate 24/365 Synergies,Technology,Machines,766.57,599.69
PROD0974,Extend Robust Networks,Furniture,Chairs,33.24,18.55
PROD0975,Transform 24/7 Roi,Furniture,Chairs,986.88,670.98
PROD0976,Benchmark Revolutionary Paradigms,Furniture,Bookcases,539.5,479.19
PROD0977,Engage Viral Methodologies,Technology,Accessories,549.74,374.9
PROD0978,Generate Global Info-Mediaries,Furniture,Tables,555.11,450.38
PROD0979,Transition Turn-Key Bandwidth,Office Supplies,Binders,285.59,143.29
PROD0980,Target Web-Enabled Metrics,Furniture,Chairs,60.09,41.99
PROD0981,Target Dynamic Technologies,Technology,Phones,948.56,790.1
PROD0982,Exploit One-To-One Technologies,Technology,Copiers,803.28,489.18
PROD0983,Re-Contextualize Scalable Web-Readiness,Technology,Copiers,489.21,277.09
PROD0984,Enable Back-End Roi,Technology,Phones,758.29,590.94
PROD0985,Envisioneer Sticky Vortals,Office Supplies,Labels,675.04,592.24
PROD0986,Generate Interactive Niches,Office Supplies,Art,819.14,604.76
PROD0987,Drive Mission-Critical Applications,Technology,Phones,938.08,483.8
PROD0988,Expedite Back-End Eyeballs,Furniture,Tables,659.61,412.89
PROD0989,Expedite Enterprise Markets,Furniture,Tables,174.1,97.77
PROD0990,Maximize Back-End Mindshare,Office Supplies,Labels,445.63,318.87
PROD0991,Monetize Compelling Platforms,Office Supplies,Art,14.02,9.06
PROD0992,Embrace Killer Action-Items,Office Supplies,Art,441.68,227.58
PROD0993,Productize Innovative E-Services,Technology,Machines,909.06,614.1
PROD0994,Enhance B2B E-Commerce,Furniture,Chairs,74.9,64.64
PROD0995,Productize Front-End Initiatives,Furniture,Tables,269.32,171.07
PROD0996,Iterate Seamless Roi,Office Supplies,Binders,946.04,835.31
PROD0997,Transform Bricks-And-Clicks Channels,Furniture,Bookcases,960.33,836.84
PROD0998,Utilize Vertical Metrics,Office Supplies,Paper,898.22,487.7
PROD0999,Expedite Real-Time Info-Mediaries,Technology,Accessories,469.63,298.39
PROD1000,Exploit Seamless Metrics,Furniture,Bookcases,690.31,429.47
